ID_SONDE;ID_DOSSIER;ALTITUDE_MIN;ALTITUDE_MAX;DIMENSION;FLUIDE;ETAT;DETERMINATION_PLANIMETRIQUE;REMARQUES;E;N
;APA 29428;0.0;0.0;Diamètre 32mm/40mm Profondeur 130m;Glycol / Alcoll 30 %;En service;Précis;Selon plan d'implantation;2503134.19;1116687.02
;DD103532;0.0;0.0;Profondeur 150m;Inconnu;En service;Précis;Selon plan d'implantation;2503969.64;1117479.52
;DD103532;0.0;0.0;Profondeur 150m;Inconnu;En service;Précis;Selon plan d'implantation;2503973.68;1117475.11
;DD 103116;0.0;0.0;Diamètre 32mm Profondeur 126m;Inconnu;En service;Précis;;2500384.43;1124679.20
;DD 103116;0.0;0.0;Diamètre 32mm Profondeur 126m;Inconnu;En service;Précis;;2500393.94;1124689.78
;DD 103116;0.0;0.0;Diamètre 32mm Profondeur 126m;Inconnu;En service;Précis;;2500403.18;1124699.99
;DD 103116;0.0;0.0;Diamètre 32mm Profondeur 126m;Inconnu;En service;Précis;;2500412.33;1124710.22
;DD 102850;0.0;0.0;Diamètre 40mm  Profondeur 205m;Inconnu;En service;Précis;Selon plan d'implatation;2503373.49;1119155.04
;DD 102850;0.0;0.0;Diamètre 40mm  Profondeur 205m;Inconnu;En service;Précis;Selon plan d'implatation;2503378.57;1119159.93
;DD 102850;0.0;0.0;Diamètre 40mm  Profondeur 205m;Inconnu;En service;Précis;Selon plan d'implatation;2503383.48;1119154.86
;DD 102850;0.0;0.0;Diamètre 40mm  Profondeur 205m;Inconnu;En service;Précis;Selon plan d'implatation;2503378.54;1119149.81
;DD 102745;0.0;440.86;Diamètre 40x37mm Profondeur 180m;Autre;En service;Précis;Selon plan d'implatation;2506873.40;1123782.19
;DD 102745;0.0;440.86;Diamètre 40x37mm Profondeur 180m;Autre;En service;Précis;Selon plan d'implatation;2506877.75;1123787.75
;DD 102745;0.0;440.86;Diamètre 40x37mm Profondeur 180m;Autre;En service;Précis;Selon plan d'implatation;2506882.15;1123793.29
;APA 33441;0.0;0.0;Diamètre 32mm Profondeur 164;Inconnu;En service;Précis;Selon plan d'implatation;2503462.92;1116757.87
;APA 33441;0.0;0.0;Diamètre 32mm Profondeur 164;Inconnu;En service;Précis;Selon plan d'implatation;2503467.93;1116764.11
;DD 100668;0.0;0.0;Diamètre 40mm Profondeur 190;Glycol / Alcoll 30 %;En service;Précis;Selon plan d'implatation;2488507.93;1112114.19
;DD 100668;0.0;0.0;Diamètre 40mm Profondeur 190;Glycol / Alcoll 30 %;En service;Précis;Selon plan d'implatation;2488499.07;1112105.45
;DD 103430;0.0;0.0;Profondeur 90m;Inconnu;En service;Précis;Selon plan d'implantation;2505691.96;1124131.25
;DD 103430;0.0;0.0;Profondeur 90m;Inconnu;En service;Précis;Selon plan d'implantation;2505698.03;1124126.89
;DD 103821;0.0;0.0;Diam. 32 Profondeur 120m;Glycol / Alcoll 30 %;En service;Précis;Dossier Adrien Kupfer;2497506.43;1114973.61
;DD 103821;0.0;0.0;Diam. 32 Profondeur 120m;Glycol / Alcoll 30 %;En service;Précis;Dossier Adrien Kupfer;2497510.28;1114968.75
;APA 36419;0.0;0.0;Diam 32mm (4x32) Prof 140m;Inconnu;En service;Imprécis;Reporté d'après le bâtiment projet;2495715.35;1115300.31
;DD 104589;0.0;0.0;Diam. 4x32mm longueur 250m;Inconnu;En service;Précis;Voir Rapport de forage;2501191.07;1124367.07
;DD 104589;0.0;0.0;Diam. 4x32mm longueur 250m;Inconnu;En service;Précis;Voir Rapport de forage;2501198.02;1124362.11
;DD 104589;0.0;0.0;Diam. 4x32mm longueur 250m;Inconnu;En service;Précis;Voir Rapport de forage;2501205.03;1124357.15
;DD 104589;0.0;0.0;Diam. 4x32mm longueur 250m;Inconnu;En service;Précis;Voir Rapport de forage;2501184.59;1124359.46
;DD 104589;0.0;0.0;Diam. 4x32mm longueur 250m;Inconnu;En service;Précis;Voir Rapport de forage;2501193.19;1124354.90
;DD 104589;0.0;0.0;Diam. 4x32mm longueur 250m;Inconnu;En service;Précis;Voir Rapport de forage;2501200.40;1124350.13
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498597.94;1121192.97
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498593.65;1121199.46
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498604.62;1121197.37
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498600.33;1121203.87
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498595.92;1121210.54
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498611.29;1121201.78
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498607.01;1121208.27
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498602.60;1121214.94
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498598.20;1121221.62
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498617.97;1121206.18
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498613.68;1121212.68
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498609.28;1121219.35
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498604.87;1121226.02
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498600.95;1121232.62
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498624.65;1121210.59
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498620.36;1121217.08
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498615.96;1121223.76
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498611.55;1121230.43
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498607.15;1121237.10
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498627.04;1121221.49
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498622.63;1121228.16
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498614.09;1121241.07
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498609.42;1121248.18
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498632.10;1121228.34
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498624.90;1121239.24
;DD 102194;0.0;0.0;;Inconnu;En service;Précis;Voir dossier;2498616.08;1121252.58
PR 28/01;14470;0.0;0.0;Long.135.00ml avec 4 tubes diam.32mm;Glycol / Alcoll 30 %;En service;Précis;;2508104.85;1118012.43
PR 28/02;16066;0.0;0.0;4x70ml,4 sondes à 32mm pro tube;Glycol / Alcoll 30 %;En service;Précis;;2508105.49;1117981.93
PR 28/02;16066;0.0;0.0;4x70ml,4 sondes à 32mm pro tube;Glycol / Alcoll 30 %;En service;Précis;;2508101.72;1117977.28
PR 28/02;16066;0.0;0.0;4x70ml,4 sondes à 32mm pro tube;Glycol / Alcoll 30 %;En service;Précis;;2508096.19;1117980.86
CX 23/02;13826;0.0;0.0;Long.120ml,1x32mm;Glycol / Alcoll 30 %;En service;Précis;;2498866.89;1125206.65
PR 28/01;14470;0.0;0.0;Long.135.00ml avec 4 tubes diam.32mm;Glycol / Alcoll 30 %;En service;Précis;;2508099.92;1118007.38
OX 01/01;17667;0.0;0.0;Long. 70ml , diam.sonde 32mm;Glycol / Alcoll 30 %;En service;Précis;;2496290.99;1115033.89
OX 01/01;17667;0.0;0.0;Long. 70ml , diam.sonde 32mm;Glycol / Alcoll 30 %;En service;Précis;;2496292.66;1115033.12
TH 25/03;17027;0.0;0.0;Long.95ml,2 sondes à 4 tubes diam.32mm;Glycol / Alcoll 30 %;En service;Précis;;2505205.25;1116704.12
TH 25/03;17027;0.0;0.0;Long.95ml,2 sondes à 4 tubes diam.32mm;Glycol / Alcoll 30 %;En service;Précis;;2505207.20;1116704.12
TH 10/01;21202;0.0;0.0;Long.100ml  avec 4 x diam.32mm par sonde;Glycol / Alcoll 30 %;En service;Précis;;2503894.49;1115454.69
C.Be 41/01;18962;0.0;0.0;Long.max.80ml;Glycol / Alcoll 30 %;En service;Précis;;2504871.89;1121671.30
C.Be 41/01;18962;0.0;0.0;Long.max.80ml;Glycol / Alcoll 30 %;En service;Précis;;2504884.09;1121660.60
C.Be 41/01;18962;0.0;0.0;Long.max.80ml;Glycol / Alcoll 30 %;En service;Précis;;2504846.19;1121688.80
C.Be 41/01;18962;0.0;0.0;Long.max.80ml;Glycol / Alcoll 30 %;En service;Précis;;2504856.69;1121679.40
AN 31/01;20243;0.0;0.0;Sonde à créer long.100ml;Glycol / Alcoll 30 %;En service;Précis;;2505961.74;1125245.90
AN 31/01;20243;0.0;0.0;Sonde existant long. 85ml;Glycol / Alcoll 30 %;En service;Précis;;2505970.41;1125241.57
DA 20/01;20562;0.0;0.0;Long.sonde = 180ml;Glycol / Alcoll 30 %;En service;Précis;;2489440.11;1115226.15
TH 10/01;21202;0.0;0.0;Long.100ml  avec 4 x diam.32mm par sonde;Glycol / Alcoll 30 %;En service;Précis;;2503890.72;1115460.36
TH 10/01;21202;0.0;0.0;Long.100ml  avec 4 x diam.32mm par sonde;Glycol / Alcoll 30 %;En service;Précis;;2503887.42;1115466.33
;DD 99788;237.0;437.0;Diamètre 40mm;Autre;En service;Précis;;2495805.32;1119451.56
;DD 99788;237.0;437.0;Diamètre 40mm;Autre;En service;Précis;;2495819.23;1119465.95
;DD 99788;237.0;437.0;Diamètre 40mm;Autre;En service;Précis;;2495826.17;1119473.14
;DD 99788;237.0;437.0;Diamètre 40mm;Autre;En service;Précis;;2495833.12;1119480.33
;DD 99788;237.0;437.0;Diamètre 40mm;Autre;En service;Précis;;2495834.96;1119510.54
;DD 99788;237.0;437.0;Diamètre 40mm;Autre;En service;Précis;;2495827.77;1119517.49
;DD 99788;237.0;437.0;Diamètre 40mm;Autre;En service;Précis;;2495819.24;1119536.82
;DD 99788;237.0;437.0;Diamètre 40mm;Autre;En service;Précis;;2495834.72;1119524.68
;DD 99788;237.0;437.0;Diamètre 40mm;Autre;En service;Précis;;2495820.47;1119524.04
TH 10/01;21202;0.0;0.0;Long.100ml  avec 4 x diam.32mm par sonde;Glycol / Alcoll 30 %;En service;Précis;;2503898.70;1115449.33
C.Be 34/11;25074;185.0;405.0;Profondeur : 220ml /Sondes : 4x32.6mm;Glycol / Alcoll 30 %;En service;Précis;;2504138.15;1121406.03
;APA 44124;0.0;0.0;;Inconnu;En service;Imprécis;;2502056.28;1127082.21
;APA 44124;0.0;0.0;;Inconnu;En service;Imprécis;;2502057.44;1127077.25
;APA 44124;0.0;0.0;;Inconnu;En service;Imprécis;;2502058.10;1127072.33
;DD 106513;418.0;478.0;60;Inconnu;En service;Imprécis;;2498057.00;1111531.82
;DD 106513;418.0;478.0;60;Inconnu;En service;Imprécis;;2498056.13;1111526.15
;DD 106513;418.0;478.0;60;Inconnu;En service;Imprécis;;2498052.15;1111526.80
;DD 106513;418.0;478.0;60;Inconnu;En service;Imprécis;;2498047.52;1111525.95
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2503011.36;1117748.93
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2503003.82;1117751.63
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502999.58;1117744.82
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2503003.38;1117737.76
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502995.37;1117738.03
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502999.17;1117730.97
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502991.16;1117731.02
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502995.14;1117724.07
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502987.73;1117721.08
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502994.07;1117716.16
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502986.67;1117713.12
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502992.99;1117708.23
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502979.25;1117710.08
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502978.18;1117702.14
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502970.10;1117694.93
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502969.51;1117687.96
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502976.79;1117680.02
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502982.44;1117675.86
;APA 31929;0.0;420.0;Diamètre 40 mm Profondeur 228m;Glycol / Alcoll 30 %;En service;Imprécis;Pas de plan d'execution;2493651.71;1120531.25
;APA 31929;0.0;420.0;Diamètre 40 mm Profondeur 228m;Glycol / Alcoll 30 %;En service;Imprécis;Pas de plan d'execution;2493645.70;1120526.03
;APA 31929;0.0;420.0;Diamètre 40 mm Profondeur 228m;Glycol / Alcoll 30 %;En service;Imprécis;Pas de plan d'execution;2493657.30;1120525.06
;DD 101818;126.0;426.0;;Inconnu;En service;Précis;;2494112.21;1119316.00
;DD 101818;126.0;426.0;;Inconnu;En service;Précis;;2494140.40;1119344.38
;DD 101954;420.0;223.0;Diamètre 40mm;Inconnu;En service;Imprécis;;2493718.05;1120328.38
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502985.10;1117682.32
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502976.43;1117687.01
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502977.06;1117694.19
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502984.20;1117689.25
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502984.50;1117697.26
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502991.59;1117695.08
;APA 44226;261.0;421.0;160m;Inconnu;En service;Précis;;2502985.58;1117705.20
;DD 105048;290.0;410.0;120m;Inconnu;En service;Précis;;2505226.38;1123124.88
;DD 105048;290.0;410.0;120m;Inconnu;En service;Précis;;2505220.96;1123123.86
;DD 103772;0.0;0.0;;Inconnu;En service;Précis;;2503503.66;1116891.18
;DD 103772;0.0;0.0;;Inconnu;En service;Précis;;2503504.58;1116883.18
;DD 103772;0.0;0.0;;Inconnu;En service;Précis;;2503512.83;1116891.06
;DD 103772;0.0;0.0;;Inconnu;En service;Précis;;2503513.72;1116882.83
;DD 103772;0.0;0.0;;Inconnu;En service;Précis;;2503522.09;1116886.17
;DD 103772;0.0;0.0;;Inconnu;En service;Précis;;2503520.96;1116877.45
;DD 103772;0.0;0.0;;Inconnu;En service;Précis;;2503508.09;1116875.82
;DD 103772;0.0;0.0;;Inconnu;En service;Précis;;2503515.10;1116870.16
;DD 105913;129.0;379.0;250m;Inconnu;En service;Précis;;2504309.20;1123931.64
;DD 105913;129.0;379.0;250m;Inconnu;En service;Précis;;2504306.09;1123923.27
;DD 105970;252.0;402.0;;Inconnu;En service;Imprécis;;2496576.43;1117198.85
;DD 105970;252.0;402.0;;Inconnu;En service;Imprécis;;2496583.99;1117194.50
;DD 105970;252.0;402.0;;Inconnu;En service;Imprécis;;2496582.25;1117212.37
;DD 105970;252.0;402.0;;Inconnu;En service;Imprécis;;2496589.82;1117208.08
;DD 105970;252.0;402.0;;Inconnu;En service;Imprécis;;2496587.33;1117226.07
;DD 105970;252.0;402.0;;Inconnu;En service;Imprécis;;2496594.58;1117221.95
;DD 103961;0.0;0.0;;Inconnu;En service;Précis;;2503512.98;1116837.47
;DD 103961;0.0;0.0;;Inconnu;En service;Précis;;2503515.71;1116844.17
;DD 103961;0.0;0.0;;Inconnu;En service;Précis;;2503519.14;1116832.79
;DD 103961;0.0;0.0;;Inconnu;En service;Précis;;2503521.49;1116839.77
;DD 103961;0.0;0.0;;Inconnu;En service;Précis;;2503527.63;1116835.08
;DD 103961;0.0;0.0;;Inconnu;En service;Précis;;2503525.28;1116828.09
;DD 103961;0.0;0.0;;Inconnu;En service;Précis;;2503533.79;1116830.38
;DD 104332;0.0;0.0;;Inconnu;En service;Précis;;2495019.19;1114458.53
;DD 104332;0.0;0.0;;Inconnu;En service;Précis;;2494991.96;1114459.75
;DD 104332;0.0;0.0;;Inconnu;En service;Précis;;2494999.63;1114448.17
;DD 104332;0.0;0.0;;Inconnu;En service;Précis;;2495005.90;1114438.72
;DD 104332;0.0;0.0;;Inconnu;En service;Précis;;2495018.30;1114446.93
;DD 104332;0.0;0.0;;Inconnu;En service;Précis;;2495027.86;1114464.28
;DD 106412;0.0;0.0;;Inconnu;En service;Précis;;2499606.59;1115488.95
;DD 106412;0.0;0.0;;Inconnu;En service;Précis;;2499616.06;1115490.25
;DD 106412;0.0;0.0;;Inconnu;En service;Précis;;2499624.36;1115491.50
;DD 106412;0.0;0.0;;Inconnu;En service;Précis;;2499608.64;1115482.31
;DD 106412;0.0;0.0;;Inconnu;En service;Précis;;2499621.92;1115484.20
;DD 106412;0.0;0.0;;Inconnu;En service;Précis;;2499607.21;1115475.01
;DD 106412;0.0;0.0;;Inconnu;En service;Précis;;2499617.85;1115476.69
;DD 106412;0.0;0.0;;Inconnu;En service;Précis;;2499626.30;1115477.88
;DD 104623;325.0;460.0;Prof: 135m - Diam: 32mm;Glycol / Alcoll 30 %;En service;Précis;;2497699.34;1125847.01
;DD 104623;325.0;460.0;Prof: 135m - Diam: 32mm;Glycol / Alcoll 30 %;En service;Précis;;2497705.05;1125853.53
;DD 104623;325.0;460.0;Prof: 135m - Diam: 32mm;Glycol / Alcoll 30 %;En service;Précis;;2497710.14;1125859.35
;DD 104623;325.0;460.0;Prof: 135m - Diam: 32mm;Glycol / Alcoll 30 %;En service;Précis;;2497714.96;1125864.86
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499215.86;1119812.60
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499221.15;1119807.80
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499225.60;1119800.35
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499216.31;1119802.40
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499211.16;1119807.35
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499206.38;1119802.00
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499211.56;1119797.08
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499229.10;1119793.42
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499220.94;1119795.12
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499216.27;1119789.90
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499224.43;1119788.20
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499219.76;1119782.98
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499211.59;1119784.68
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499202.47;1119786.91
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499201.59;1119796.65
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499215.09;1119777.76
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499210.42;1119772.54
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499206.93;1119779.46
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499196.82;1119791.31
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499192.03;1119785.95
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499197.50;1119781.36
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499187.32;1119780.69
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499192.75;1119776.03
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499202.26;1119774.24
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499205.39;1119767.36
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499186.12;1119773.49
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499198.32;1119765.98
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499191.22;1119766.21
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499179.92;1119766.56
;104826;0.0;416.5;304 ml;Glycol / Alcoll 30 %;En service;Imprécis;;2499178.78;1119773.66
;DD 104987;0.0;409.61;;Inconnu;En service;Précis;;2503498.57;1115746.78
;DD 104987;0.0;409.58;;Inconnu;En service;Précis;;2503495.54;1115739.46
;DD 104987;0.0;410.01;;Inconnu;En service;Précis;;2503497.57;1115754.63
;DD 104987;0.0;409.5;;Inconnu;En service;Précis;;2503505.23;1115751.32
;DD 104987;0.0;409.77;;Inconnu;En service;Précis;;2503512.46;1115748.15
;DD 104987;0.0;409.84000000000003;;Inconnu;En service;Précis;;2503519.83;1115744.84
;DD 104987;0.0;409.97;;Inconnu;En service;Précis;;2503527.18;1115741.52
;DD 104987;0.0;410.05;;Inconnu;En service;Précis;;2503534.69;1115738.12
;DD 102854;;;Diamètre 32mm Profondeur 140m;Glycol / Alcoll 30 %;En service;Imprécis;Pas reçu de plan d'execution;2504313.40;1119566.00
;DD 102854;;;Diamètre 32mm Profondeur 140m;Glycol / Alcoll 30 %;En service;Imprécis;Pas reçu de plan d'execution;2504307.81;1119560.60
;APA 28626;0.0;0.0;Prondeur 15m;Inconnu;En service;Imprécis;Pas reçu de plan d'execution;2502227.66;1113725.39
;DD 103023;0.0;0.0;Diamètre 32mm Profondeur 137m;Inconnu;En service;Précis;;2498263.46;1116756.91
;DD 103023;0.0;0.0;Diamètre 32mm Profondeur 137m;Inconnu;En service;Précis;;2498261.09;1116750.97
;DD 103023;0.0;0.0;Diamètre 32mm Profondeur 90m;Glycol / Alcoll 30 %;En service;Précis;;2498258.68;1116744.21
;DD 102080;0.0;0.0;Profondeur 165m;Inconnu;En service;Précis;;2505594.95;1122766.44
;DD 102080;0.0;0.0;Profondeur 165m;Inconnu;En service;Précis;;2505602.10;1122762.87
;APA 33247;0.0;0.0;Profondeur 160m;Inconnu;En service;Précis;;2505735.54;1123174.08
;APA 33247;0.0;0.0;Profondeur 160m;Inconnu;En service;Précis;;2505730.86;1123168.74
;DD 102153;0.0;0.0;Profondeur 90m;Inconnu;En service;Précis;;2504299.03;1123093.98
;DD 103328;0.0;0.0;Profondeur 235m;Inconnu;En service;Précis;;2499134.74;1121258.83
;APA 33726;0.0;0.0;Diamètre 32mm Profondeur 100m;Inconnu;En service;Précis;;2505555.69;1116698.44
;APA 33726;0.0;0.0;Diamètre 32mm Profondeur 100m;Inconnu;En service;Précis;;2505549.50;1116703.51
;APA 32317;0.0;0.0;Profondeur 100m;Inconnu;En service;Précis;;2499582.63;1122354.54
;APA 32317;0.0;0.0;Profondeur 100m;Inconnu;En service;Précis;;2499583.93;1122348.69
;APA 34078;0.0;0.0;Profondeur 126m;Inconnu;En service;Précis;Selon plan d'implantation;2505830.51;1117183.18
;APA 34078;0.0;0.0;Profondeur 126m;Inconnu;En service;Précis;Selon plan d'implantation;2505834.80;1117187.37
;APA 33999;0.0;0.0;Profondeur 155m;Inconnu;Inconnu;Précis;Selon plan d'implantation;2504542.76;1121500.04
;APA 33999;0.0;0.0;Profondeur 155m;Inconnu;Inconnu;Précis;Selon plan d'implantation;2504564.38;1121474.73
;APA 33999;0.0;0.0;Profondeur 155m;Inconnu;Inconnu;Précis;Selon plan d'implantation;2504579.44;1121467.07
;102985;0.0;0.0;Profondeur 140m;Inconnu;En service;Imprécis;Selon plan d'implantation;2492721.07;1115246.99
;102985;0.0;0.0;Profondeur 140m;Inconnu;En service;Imprécis;Selon plan d'implantation;2492725.39;1115251.15
;APA 29428;0.0;0.0;Diamètre 32mm/40mm Profondeur 130m;Glycol / Alcoll 30 %;En service;Précis;Selon plan d'implantation;2503137.14;1116691.64
;DD 100145;250.0;423.0;Profondeur 173m;Inconnu;En service;Imprécis;Report selon plan scanné;2503049.64;1117142.20
;DD 100145;250.0;423.0;Profondeur 173m;Inconnu;En service;Imprécis;Report selon plan scanné;2503043.75;1117143.25
;APA 26956;246.0;391.0;Diamètre 32mm Profondeur 145m;Glycol / Alcoll 30 %;En service;Imprécis;;2504676.71;1133760.95
;APA 26050;330.7;435.7;Profondeur 105m;Autre;En service;Imprécis;Report selon plan d'implantation scanné;2504875.08;1121634.32
;APA 26050;330.7;435.7;Profondeur 105m;Autre;En service;Imprécis;Report selon plan d'implantation scanné;2504878.49;1121638.13
;DD 98756;0.0;375.5;4x diamètre 32mm Profondeur 150m;Autre;En service;Imprécis;Selon information du service de Géologie;2500730.05;1122908.36
;DD 98756;0.0;376.0;4x diamètre 32mm Profondeur 150m;Autre;En service;Imprécis;Selon information du service de Géologie;2500722.38;1122902.94
;APA 27026;0.0;403.90000000000003;Diamètre 20 Profondeur 95m;Inconnu;En service;Imprécis;Selon information du service de Géologie;2504169.65;1115577.87
;APA 26172;0.0;422.3;Profondeur 180m;Inconnu;En service;Imprécis;Selon information du service de Géologie;2504323.48;1117252.31
;APA 25538;0.0;427.8;4x diamètre 32mm Profondeur 105m;Inconnu;En service;Imprécis;Selon information du service de Géologie;2505853.44;1117317.68
BX 32/01;5923900;0.0;0.0;Sondes géotherm.long.vert.140.;Inconnu;En service;Précis;;2493134.96;1113499.55
VY 32/01;3147000;398.0;428.0;Long.30.00m,sonde géothermique;Inconnu;En service;Précis;;2502271.26;1113884.93
VY 32/01;3147000;398.0;428.0;Long.30.00m,sonde géothermique;Inconnu;En service;Précis;;2502276.97;1113886.14
VY 32/01;3147000;398.0;428.0;Long.30.00m,sonde géothermique;Inconnu;En service;Précis;;2502273.09;1113890.58
VY 32/01;3147000;398.0;428.0;Long.30.00m,sonde géothermique;Inconnu;En service;Précis;;2502278.86;1113892.30
VY 32/01;3147000;398.0;428.0;Long.30.00m,sonde géothermique;Inconnu;En service;Précis;;2502275.04;1113896.27
VY 32/01;3147000;398.0;428.0;Long.30.00m,sonde géothermique;Inconnu;En service;Précis;;2502280.53;1113897.61
AN 26/01;911300;278.70001221;388.70001221;Long.2x110ml/Diam.& Nombre 8x3;Inconnu;En service;Précis;;2506283.35;1125870.03
GS 19/01;1822000;312.0;457.0;Long.145.00ml;Inconnu;En service;Précis;;2499061.26;1121436.88
Th 25/01;2539700;330.3999939;420.3999939;Long.totale:90ml / Diam.int.35;Inconnu;En service;Précis;;2505339.32;1116641.57
Th 25/01;2539700;330.3999939;420.3999939;Long.totale:90ml / Diam.int.35;Inconnu;En service;Précis;;2505329.62;1116668.06
C.Bs 15/01;5308000;262.0;422.0;4 conduites à d=32mm / Long.to;Inconnu;En service;Précis;;2502628.52;1116996.11
GS 24/01;5312200;322.0;432.0;Diam. 133mm / 4tuyeaux diam. 3;Inconnu;En service;Précis;;2498672.81;1121659.45
